client_id,path,sentence,up_votes,down_votes,age,gender,accent
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,969342ae920ffc5d1b4c2b85b9843274612c55f5fdd0da007653d53ca2fa8bc14473dc06c0c3c536ac9f846ff5b4898e74add609e6da439c2bcfc88c3591863a,Â¿ QuÃ© haces? Â¡ baja de ahÃ­!,2,0,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,74d11fd787aac7bb51114529d478d42c7d0cd1d02fda5f1b7a9a3f53626930b1815cd5c6c67e5eb33daead1e0542fdf583d9024061b23259480a547869561296,MÃ¡s que el aspecto de la triste muerte.,2,0,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,79c46b29003c4551401f90068bb04dcb448efc8eb7fdf228f0db0d12e116602c05e1682cad3397bf7be4c5c880ddf8db3c15880ade51ce83bacef3a01fb21edb,lejanos silbidos eran contestados por otros:,2,0,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,d0d40ce970a84fe78c9fbb28fe459f546f35a54b8bf80c5bc9305ca2ae667ac56e36e639790c80afe9039eea60149d39ff9070082f3285064773a808c7f8e87e,"Lo bueno si breve, dos veces bueno y si malo, menos malo.",2,0,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,e3292fb8192969207f68f329d3630eac20c6960e31aceece36605bf2e8af4d50386c3ff7dcf49ca705bdc404c50ecd96e4c43bd3718bc0435efa4ddf5ebeef0d,"ella repuso, al mismo tiempo que sus mejillas se teÃ±Ã­an de rosa:",2,0,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,0b6f805346746d7327530eba6df80546a65d2ed7c8632ba251865a9486bec40438663d127050cd7d0c725b290faece01d375eefe9968fe79414811074a2660d3,eso no es querer. eso es ser un enfermo . un enfermo .,2,0,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,92734d271eaf061aa654c2931049f46b1e34c1ff93f8225ebd79b9030f72a38a568e3cfa648da0cd719b8bcb28e1388f9459ad4f7b4e3b79de7f5e695b825c05,"despuÃ©s fuÃ© nuestro numen Pedro Aretino, y como oraciones",2,0,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,fc536f93fb16b812eadc82bd9c6ab28503e49b0dbd9f2e468144c656099bbc5b01d669156feca6b2bd53ee392b9d9281eefa716569195c6ab06961b8a1823f1b,"Por Todos los Santos, la nieve en los altos.",2,0,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,dae3e4d6f4bdf1634c799f0fa3bece23a5a65ab89eb8eb5562440f67b536dc0a8a2c14cd4693b412e016c19021381beb6687842ee96cbb96dc3396007ad9aa4e,Â¡AquÃ­ estoy! Â¿Ya no me conoces? Â¿No me conoce usted? soy andrÃ©s.,2,0,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,793045077b2a6732829b483efca160714e1bdd6ce626e2beb4d5064fe0be08c0e75626589e7ebbe3ddede0a34bdbd31f3194c357f51456cb78ee2a69d9f9d86e,No te rÃ­as cuando te riÃ±o o tendrÃ© que enviarte al rincÃ³n de pensar.,2,0,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,b042b73a688424426cd103e69a2cf480c12bf271d2bd130a6336a757861e7e00abf22d1ddd6f4ef547bdf37bba9d0194f9399023e96d452c98ecf02fdae8c1d5,Â¿ ha salido mal el golpe de los plateados?,2,0,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,2df0be6394ab01a7cdecb62a6fe65412f129e518c58257313f22e50537ffd8b77216d5697b2caae4981098cf94c9ac5053bb4118f506a23623e462c46deb8727,"yo, aun cuando parezca extraÃ±o , no me acerquÃ©.",2,0,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,6e78a0dedef5e474abd08fa4608432c34d608b5b0f673b6e1b38bce6b24024b7d9e2a0446f48691cbd1a3123939e744ec5cb0be0ef90aff8f0b01b82a2e31f54,capÃ­tulo quince.,2,0,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,9f45020ff31b4dcd627adacb688ab8464c62b959ecf85e010b86f323693293ff08828ec5d35a210d9279c95e05b42f3869092cfcf172c03709053287512af6c6,de arreglar esa impresora.,2,0,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,bcfc651131f0bda93ea534d70b6f5fbef2156bf529e55fccaedf31e2cbf89df5f5e4f5d34dbaa5718f6b73f9ad4dc2af51b09fadd9bcbc333a23ce6e2dcbcede,Hubo atasco en la carretera.,2,0,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,752c87be6d6264ccb4836735e5fb63aa342e5fe3333f51fd3d0c3bdd5622b0d12c176d2881f29a91b222d93e900b30252da90d991d3ddf3dd9c90c40e5751531,nos estamos alejando de la tormenta.,2,0,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,3827016bb62d31093cfa998afc53002919fc85f886be4430b42eb2259250f2548df78624a028e65134180770abc38a30d4962b337f2cda8dc42d8da177694763,"Â¡ Ay! Â¡ fuera, perro estÃºpido ! Â¡ abajo ! Â¡ abajo !",2,0,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,39eb40b1a57cdc61ef9541e357d47423013363f83d02471676b5e75c4d5e0b17ca288b06046c50482d264b10619157f98e5d1d7cf8cf33f0df328db0bc82e840,ni un comentario.,2,0,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,01016eb531854917e73b9dae354c22c45294c9233f8161d34e74cb47757bf5bb3905c091dd434a4298b9b3ca9d6b9f53e68c41ee496a25d74942f74e483a75d7,"Â¡ Preparado, listo... Ya!",2,0,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,252bc82aacf6c1c22f89e6fc279c042f2d8be69c79cb62be58077814e34092e0fcdfddc7bde728a8fb6309680062eb30a9d6ab79af093616ed7f60890113e438,InÃ©s reclamada despuÃ©s por los parientes de doÃ±a juana.,2,0,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,392a66e23bc456dd521e01cae6bcf5f32837fee9b16c9067107ca37c01f39432e85a13f7f6603364304ac17146b737789b30c50cc9cda5f1a44b5a6cb8285bb4,"el hermoso, el blondo , el gigantesco adolescente , seguÃ­a hablando con el mulato",2,0,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,00012b1a7fd33821a2bc870e633bc50b2eba85b857cae85012be94630db5739a304f13356c82ce6231a29f07f9ca142c0bca1efbcd9e7f99cea95a37bd11dcd0,me he tenido que marchar del camarote,2,0,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,07f8994d3e430cf7eae9f39c9fa097c731aa52985cd1e0e67ff37a321b927c9f998a06c0a258fadc1a58dbaff57078eccd9e3211db55e420c125d4d52b0aca7e,"nuestros caballos, extenuados por jornada tan penosa",2,0,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,00ef126f70266b804318d0d2e36c26afafb18aa3c9a69bb82c42c047f945990b6d1b466bd6d7c459f4d840523c5eba0b8c17a0d7cd4e92d090cd87002f28e161,es la mejor chica de este barco,2,0,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,9ad6caa355c041203cc8dea654d48b9726ca6edbba3b6b3644c73ea32845fd0a341e141fffc88273a3fc204cebe72ddd2efc5347008dada6608115e5e3033320,"apartÃ¡base lÃ¡nguidamente los rizos que, deshechos por el viento marino",2,1,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,d7e6a4e739e6cfa97c80085dc4f3d290272fd73274bbcb24bccdb4b610fe865a28945046fe1e227c3b4588456f11bae8ed115c336380607342050dae2b9df38d,"he visto a Ulises entrar en tu camarote, como me dijiste.",2,0,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,3b7f5403beab6becac6b6344f6b9d926e31626e989ca817ae711c6681ac86dd648613353beb5bf55c444a5590fb4fb8433043397e82c2282896c2c1f0ee27e7d,"SÃ­, es un error , porque , para que veas , la cama es mi lugar.",2,0,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,1b095fccf3180e7a03ee00afff0b99a4a5d15639519ecc981f4bc104b6384afe469d9eb22fb4306f5ea8da27b08880dd20584ec0ae72b9740d1d1d900f099231,que va a entrar Valeria y nos va a pillar.,2,0,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,9475d4eccc8b0272c7b16f0f4ae327836e1d2e510fadeac75fb67b89da6681d1db69667572769d04572bc8a98723729f134400c25b1cfc1edd87add6c5ef9474,comprendÃ­ que la NiÃ±a Chole temÃ­a ser conocida de algÃºn caminante,2,1,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,110f63befa1ca577ae41e6cddf40908bdd5076e9510f6b666e77299960af88dee2c261c18b14abcf52c05c85ca0c8558a9ea9924b7362b7f3a64d8d64edfeff0,"que no, que tengo que tirarme.",3,1,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,9d9325de3f12282b5d76154f50d485fbebbde712e8fabcc37e5b38684e63f5419e5b8dbe4f129e41e36f08af2426d5880fe498211c078a9dac54ff0ffd2beb17,ahora entrega su alma a Dios Nuestro SeÃ±or.,2,1,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,a8e3f67a460521ce3d755298cf07adc1b339ad4ab9b75fd0c9997fa8835f46719926b3645090d8d3cb83e54d3737204a6ba86214ccf49373c6b6b9a3e7113298,yo contestÃ© riÃ©ndome:,2,1,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,59d10f82587efc98068831febf2e9b7bf9b40afd0a2ac1beb6ccaf11f9837430ce9a03162aec0bf5a8ee6d164165d1d901a8bc9b8351094e95dde6fe2ee7850c,La enferma iba de mal en peor.,2,0,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,1c2e7b30fc3a285aecc8bb084b1aea4eda4853a88f65cb971b60e0ec92e8c5aa33166f2362467a736d28fe04f071467fbbfa7cb623ca76c336f9e84fb6ecf235,Por San MatÃ­as se igualan las noches y los dÃ­as.,2,1,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,11b9c0de371ff4bbefe7a93ba205d2349103452dedf0ea583c361e295350eeda9275c6fff3d775670b0e8efc4bb1cddac303941fdc3ec5efb4146dff54fba5d5,acudiÃ³ tiritando:,2,0,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,751a72352fd59e1c7d75b6fef1cf39111765883394df50060344b7c5e2512689bfa0d8e41cf81c405014313c69df795b9e16234a118de880eb414cf79c31e44c,"lo siento, pero no puedo hacerlo",2,0,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,9c4f8755ac8d73b4388ad2d66d8222d3ebe4c3e6c40852cfcc48981d4f67bac565fac97175a956aabc9bebf6916fa7f62cb702cf46809cf965a286578e752609,MÃ¡s vale buena amistad que ruin parentesco.,2,0,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,27b042b88ee7d41e8cca23b6ff9f30bd980b18d1de68c58e297e97e87ec759a8cf96389319ad8f987f686dbaa513403af4d723bda67096a1370c3aa9d6f18955,era Juan de GuzmÃ¡n.,2,0,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,a345acfb3a4e86f21a75ac70074dd33ff494b084721e3a68f4f6ab246a496c3f44b66ca66adc73a2e48c05ac95d78d135d61d1e943022e21137d756ea1c81827,"la casa, mandada edificar por un virrey",2,0,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,603f318cbaa20ff9ed76fa0a02bac7cf13d85be3fe54e2b08cedb544ea5534f9e88f6be65c7ce861c257a737b11d1e04ba32ccd16c5f93c879166038e6d1ec40,"Â¡ que no, pesada!",2,0,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,a56e51c29d0f06145248fb674825f3ac9e0166e69791e9bb096d4a31bb6dd58cbf199e3db3b073a6dff12ce0e14f9435a56b0a875fa38eae1e489e9fcef91f5f,"el barco, una especie de doble fondo. Valeria .",2,0,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,8a04293ad34c9fe88ea6601d510e789112a44144053fa773cf5f16bf3a9f4b5eb77fd80484b5a0414010de0bf660ac4e029ef1862b61eadd20d1505669ba979b,cuando terminen podemos devolvernos.,2,1,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,c1a83c7206bd5885e0cd645316cfe25cf1b452a0b464fd516bef4c5576f2b8ab99e3c57a77e8eed794f3abb6287d71ab5f2e2c1c7db0bb50005d0077a8b47715,"Sargento, establezca un puesto de reconocimiento abajo. Â¡ CÃ³digo rojo!",2,0,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,f0ac2feb7bef6d65f499f3150af7be1ea55226ffc4c1ef60c2fdc5bef7d10d514061353308c905a3a5a3d71a5741bbc0d332c5e7fa0eb1c26813d84f8ab5d369,No puedo venir porque tengo que acompaÃ±ar a mi madre al mÃ©dico.,2,0,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,9964e3e4c4ca1b3a4aaecdf705525c33567901e86e3f6dd5070ce8d1034551168cba35ed0975ac522963bf61ab17d52be1dc0fc2b5f6fa3f480f2942190f37ab,sin que me fallen las piernas.,2,1,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,2ab674a7eb7792ff8ccab9dded25971d1241d5cd84290ec63531ebb17c8035967c9b31b673130dcea3264d6fa1e9d6922ace33a60b90b49b5936767fa1c939d8,Ni tristezas domÃ©sticas ni el recuerdo de venturas desvanecidas nos quitan el sueÃ±o.,2,0,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,97a8c2ada530dbb88ce45655a92a50ca89afab692da6429db2d41b1134b0eb2646d7766ae8aa8756b45c487bb0742d2331bbc9c05022364289dea7437537f428,No sÃ© aÃºn si el aire,2,0,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,6599d2b994f60dfd428440644577dfff387c21d6f8ef8ae221d9f4a942ec994dd7d94336fbb401d331210e10526f97f86eb3e1649c1ea7ee65bfd5a49a1bdb47,"es importante, de verdad.",2,1,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,c55b22314ec47e778be9dc303832ce3d9285bc5169d0de0ebd69d72ae663291acbb83609a73d550cd618ae5bb424e1fccbf87b854ea486752e19518b4052016c,Hace frÃ­o en el tren y la megafonÃ­a se siente muy mal.,2,0,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,51a357d71bbfe1bf135feb33bb67dab8572752a5fff213b67b4c172eb0708db97dacb8a0858db287e81b67bf1f37e30820f9a5e73304b35c24cd3ba97e174771,el otro alazano del belfo blanco que bebe en el agua.,2,1,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,3abc2d3f460846116fbcc9399bf0da98339eb299d6456a7789d3f217cfed412336c5ba9d613b54f8182f51b5cb0f855500ed1ce7b73d937e6c5d175662bd5999,pero ahora no se lo puedo decir,2,1,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,ac0ab73282240cb822d4f5f82c56b4b3e3a2720483f7280cb87973db1fdaa798d136f3410994669cad2bc246e2d8a5bf669fa0f529671487e3fe33e11b9c1a84,Â¡ aÃºn suspiro al recordarlo!,2,0,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,de838ee68fe15bf952222fdf06aa4629c65b899d031ced5d6a75a2f07895813eeb0de30c7792539dee63fb9ab28bc21a75cbeff45857abdf46758186908d1108,Pienso que solo soy molesto.,2,1,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,76a8713500dd58f6f1689395b36a62bca4358845b4f95722544abefe5257adea8223c24988ec522dfda9615e88183dc6b67b58a72520381a3a8264041666c701,me mata no poder hacerlo. aunque ahora parezca imposible,2,0,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,7f92181ea0b75e547ff9fe0d35d8263baa47bea295b53100c688cb13498a43cb25ad140216950e2cdab069e9dfa2103fa56ffad7b5b92d49dd81194577146445,"vamos, que no...",2,0,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,fb03159268a18eb84cde0020b335b33de0560f7d778bb3787f1d98afec80db4de0d8c994924df5b81efb725970e8efcf0ebf83346d61462bbc0a164be6c890de,"bueno, Ulises Garmendia... eso es .",2,0,twenties,male,nortepeninsular
d30bb30f90dfe2b1b02f45556a392aebfe63b1621062c7af92debea681e81c7a09a96110760a450b7bb910846bd7dac7674a2653150db7bb29a43ff474f853ea,82f167a4deff00247ecbd48e5e1fa092e6ed9b9763f5b0490065ec0919cbb131818d9bed804947ed1815d0523958b9ec66ee4dbd472811ce8c9696dd6311a7d2,"Â¿ Problemas, dÃ³nde? Â¡ ahÃ­ abajo!",2,0,twenties,male,nortepeninsular
